video_id,video_url,comment_id,comment_author_display,comment_author_channel_id,comment_content,comment_lang,comment_time_utc,comment_time_local,comment_like_count,comment_reply_count,reply_id,reply_author_display,reply_author_channel_id,reply_content,reply_lang,reply_time_utc,reply_time_local,reply_like_count,view_count,like_count,comment_count,crawl_time
ARU2WHyOPxE,https://www.youtube.com/watch?v=ARU2WHyOPxE,UgwSG_J2RQcP788oNLB4AaABAg,@dragonfly6908,UCuv7PqZ-LBXXzYns8pzVyNA,"Loved the film ""The Town"" starring Matt Damon and Ben Affleck.",no,2025-11-12T23:27:11Z,2025-11-12 18:27:11,0,1,UgwSG_J2RQcP788oNLB4AaABAg.APRtjH06tA_APSDPGSLPWZ,@Dre1966mustang,UC6VP4V3U4l_oSx4YrBPCnrg,Matt Damon😅,fi,2025-11-13T02:27:49Z,2025-11-12 21:27:49,0,5644438,72084,4098,"Tue, 16 Dec 2025 03:06:49 GMT"
ARU2WHyOPxE,https://www.youtube.com/watch?v=ARU2WHyOPxE,UgxXhb59vaeOfZFW7z94AaABAg,@cheatermustdie00,UCnxMiI4Okh2L1s3PREKcvkg,Trans-Activist,ca,2025-11-07T18:04:05Z,2025-11-07 13:04:05,0,1,UgxXhb59vaeOfZFW7z94AaABAg.APERmQ77qTWAPXuX29pVo4,@Guesswhay,UCuhIyEV7pfxTWEHjMgFj44Q,Do exist,pt,2025-11-15T07:29:34Z,2025-11-15 02:29:34,0,5644438,72084,4098,"Tue, 16 Dec 2025 03:06:49 GMT"
ARU2WHyOPxE,https://www.youtube.com/watch?v=ARU2WHyOPxE,Ugw9fCNfYZkG-ywN6FR4AaABAg,@saugatasengupta2568,UCKZWLqNJzP5qqsq0ue-Endg,The Departed part 2?,en,2025-11-05T16:40:21Z,2025-11-05 11:40:21,0,1,Ugw9fCNfYZkG-ywN6FR4AaABAg.AP98bP7ewoWAP9kJus0tt_,@UNFAZED_J,UCS2qexT_3aXTOOjlh-P3Wzg,No,es,2025-11-05T22:18:36Z,2025-11-05 17:18:36,0,5644438,72084,4098,"Tue, 16 Dec 2025 03:06:49 GMT"
ARU2WHyOPxE,https://www.youtube.com/watch?v=ARU2WHyOPxE,UgyWEvnjzTb8LcMRXdh4AaABAg,@philly442,UCPNSgFDNWNng1DrsZvm-vNQ,"I like how Jewish Hollywood made it a priority to include a Shaniqua in every single movie released, even though it ruins the movie that's dedication.",en,2025-11-04T20:59:15Z,2025-11-04 15:59:15,2,1,UgyWEvnjzTb8LcMRXdh4AaABAg.AP71RqxMj86APEdZNPr8G5,@Josh_is_Z,UCrWTsLZ-OTiJfazMg0LX4lg,💯 facts,en,2025-11-07T19:55:45Z,2025-11-07 14:55:45,0,5644438,72084,4098,"Tue, 16 Dec 2025 03:06:49 GMT"
ARU2WHyOPxE,https://www.youtube.com/watch?v=ARU2WHyOPxE,UgyMFLplbnMRQntjLNl4AaABAg,@datboirb,UC9VKwsvAZN6NwsLGPGX3Wyg,Feel bad for all those idiots who unsubscribed from Netflix following Elon,en,2025-11-04T03:36:15Z,2025-11-03 22:36:15,0,2,UgyMFLplbnMRQntjLNl4AaABAg.AP5A4_gE4ecAP7T6liJXdy,@safeman1x,UCsFhC2ETos9yf_L7lbQNXwQ,I pirate everything. I only pay for youtube premium,en,2025-11-05T01:01:03Z,2025-11-04 20:01:03,0,5644438,72084,4098,"Tue, 16 Dec 2025 03:06:49 GMT"
ARU2WHyOPxE,https://www.youtube.com/watch?v=ARU2WHyOPxE,UgyMFLplbnMRQntjLNl4AaABAg,@datboirb,UC9VKwsvAZN6NwsLGPGX3Wyg,Feel bad for all those idiots who unsubscribed from Netflix following Elon,en,2025-11-04T03:36:15Z,2025-11-03 22:36:15,0,2,UgyMFLplbnMRQntjLNl4AaABAg.AP5A4_gE4ecAP7U4dIgSUE,@datboirb,UC9VKwsvAZN6NwsLGPGX3Wyg,⁠@safeman1xso you’re going to pirate this Netflix exclusive?,en,2025-11-05T01:09:30Z,2025-11-04 20:09:30,0,5644438,72084,4098,"Tue, 16 Dec 2025 03:06:49 GMT"
ARU2WHyOPxE,https://www.youtube.com/watch?v=ARU2WHyOPxE,Ugwx5LVibF8njWW-q5J4AaABAg,@AnhTuPhucDerrickHoangCanada,UCybBtaY1Ib84aie9mGKZTlw,What is this Neflix? Ben the adopted Catholic and many dames is the backstabber so why star together. Yo Damon ask your wife! Next batman hohoho chi-Minh. 😅,en,2025-10-28T07:41:09Z,2025-10-28 03:41:09,1,1,Ugwx5LVibF8njWW-q5J4AaABAg.AOo_Y9C_UAyAOosscv1ywl,@AnhTuPhucDerrickHoangCanada,UCybBtaY1Ib84aie9mGKZTlw,Ben over,nl,2025-10-28T10:30:06Z,2025-10-28 06:30:06,1,5644438,72084,4098,"Tue, 16 Dec 2025 03:06:49 GMT"
ARU2WHyOPxE,https://www.youtube.com/watch?v=ARU2WHyOPxE,UgwttEYxBJMEZcIaLBB4AaABAg,@friendsmedicohabranorth24p73,UC536j7Kbj-PVR5rbmspiW-Q,"Movie will release Jan 16th and you guys are droping the trailer now 4months before really dude you gotta
 be kidding me",en,2025-09-20T07:24:37Z,2025-09-20 03:24:37,1,1,UgwttEYxBJMEZcIaLBB4AaABAg.ANHhRtP7PoUANOVsZTCcLO,@joewizuber415,UCIb8iyZNiEoCVFg-kEUo0_w,That's a ton of confidence in the product,en,2025-09-22T22:49:29Z,2025-09-22 18:49:29,0,5644438,72084,4098,"Tue, 16 Dec 2025 03:06:49 GMT"
ARU2WHyOPxE,https://www.youtube.com/watch?v=ARU2WHyOPxE,Ugy8wjdRXvVwEDt8XR94AaABAg,@andiamopha3938,UCwRh0CTDEE3Gh2bF4vO-3yQ,Finally something to look forward to on netflix,en,2025-09-17T22:49:12Z,2025-09-17 18:49:12,1,1,Ugy8wjdRXvVwEDt8XR94AaABAg.ANBcs0nDfTuANBmOj6nrmv,@butterflytv7240,UC1FkaPLsntdmi83smu1ALVA,Will be good,en,2025-09-18T00:12:26Z,2025-09-17 20:12:26,1,5644438,72084,4098,"Tue, 16 Dec 2025 03:06:49 GMT"
ARU2WHyOPxE,https://www.youtube.com/watch?v=ARU2WHyOPxE,Ugw0yrR4R25Mf3fAP8B4AaABAg,@crazycutz8072,UCYi0dZmrWPL3GXjfkDwNdEg,"Amaricans and their "" physical real paper money"" 
The rest of the western world have plastic cards and online banking 😅..",en,2025-09-15T20:22:19Z,2025-09-15 16:22:19,1,1,Ugw0yrR4R25Mf3fAP8B4AaABAg.AN6DTYxo-gYAN6e59rbzOD,@liambond5653,UCp9rYBfwQvUIY8oSzwsUbLA,"that's netflix for ya, they make movies for edgy teenagers",en,2025-09-16T00:23:39Z,2025-09-15 20:23:39,0,5644438,72084,4098,"Tue, 16 Dec 2025 03:06:49 GMT"
