video_id,video_title,channel_id,channel_title,video_published_at,view_count,video_like_count,video_comment_count,comment_id,comment_parent_id,comment_author_display,comment_author_channel_id,comment_text,comment_lang,comment_published_utc,comment_published_local,comment_like_count,comment_reply_count
kwczMER2yho,Fixed | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-29T13:00:00Z,572707,7984,1914,Ugwhgzot3kWF9ScqV_Z4AaABAg,NA,@DanielMarkey-x1g,UCV5zHGOefYx0WznvaWypbbw,Cats!!!!!!!!!!!!!!!!!! 1:33,NA,2025-12-14T20:04:44Z,2025-12-14 15:04:44,0,0
kwczMER2yho,Fixed | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-29T13:00:00Z,572707,7984,1914,UgyUH1HfUZ0x2HDh7Q54AaABAg,NA,@DanielMarkey-x1g,UCV5zHGOefYx0WznvaWypbbw,No children under R movie 2:04,de,2025-12-14T00:11:30Z,2025-12-13 19:11:30,0,0
kwczMER2yho,Fixed | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-29T13:00:00Z,572707,7984,1914,Ugzbo0Xrjcsr3ICjFut4AaABAg,NA,@DanielMarkey-x1g,UCV5zHGOefYx0WznvaWypbbw,Not for kids 2:03,NA,2025-12-13T16:20:36Z,2025-12-13 11:20:36,0,0
kwczMER2yho,Fixed | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-29T13:00:00Z,572707,7984,1914,UgxlDlPVXplX0ODSlER4AaABAg,NA,@DanielMarkey-x1g,UCV5zHGOefYx0WznvaWypbbw,Welcome b!tches are you ready go wild 1:41,en,2025-12-13T16:16:27Z,2025-12-13 11:16:27,0,0
kwczMER2yho,Fixed | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-29T13:00:00Z,572707,7984,1914,Ugx6LML9gQZlzX62dwR4AaABAg,NA,@DanielMarkey-x1g,UCV5zHGOefYx0WznvaWypbbw,F***ing cats 1:33,en,2025-12-13T07:14:36Z,2025-12-13 02:14:36,0,0
kwczMER2yho,Fixed | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-29T13:00:00Z,572707,7984,1914,UgySHGOt3Qa0dQLvetx4AaABAg,NA,@DanielMarkey-x1g,UCV5zHGOefYx0WznvaWypbbw,Welcome bitches are you ready go wild 1:41,en,2025-12-13T00:35:39Z,2025-12-12 19:35:39,0,1
kwczMER2yho,Fixed | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-29T13:00:00Z,572707,7984,1914,UgybRGxqdL9Xauf0Z0p4AaABAg,NA,@belendiaz4890,UCxTeWnxTPFIFLRXY8YJW-dg,🤯,ja,2025-12-12T20:01:08Z,2025-12-12 15:01:08,0,0
kwczMER2yho,Fixed | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-29T13:00:00Z,572707,7984,1914,UgwFjhePn0sQq9oTQZZ4AaABAg,NA,@ArtieFox-y6q,UCSDDXymG5mJDoA-EOAFX1hw,"Sex happens moronic morons. Nature is nude. Panic they that have kids, Panic. There are all kinds of testicles, and sheathes and penises in nature.  Pistols and stamens are sexual parts on flowers. Run like a crazed lunatic.   By your definition nature itself is adult only. Restricted and X and XXX rated. Parents are in a real self made pickle on how to shield your kids from things that God made. It is a virtually impossible. God is shaking his head. The colorful satan is laughing that beings self silly seeing gods image having a grandma seizure over normal ordinary things that God called very good.",en,2025-12-10T02:31:49Z,2025-12-09 21:31:49,0,0
kwczMER2yho,Fixed | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-29T13:00:00Z,572707,7984,1914,Ugz3nHpkNPcJ_4AMQGN4AaABAg,NA,@zoeythegreenhunter67,UCw92-10W-sGrKWRdVn7124A,Right after Kpop Demon Hunters us this... I'm not watching this,en,2025-12-07T14:46:04Z,2025-12-07 09:46:04,0,0
kwczMER2yho,Fixed | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-29T13:00:00Z,572707,7984,1914,Ugx_Fo7d2mWDEwQ6meJ4AaABAg,NA,@waterfall_studios,UCIjVWOJhJqUxZQEOnC_rT6Q,The secret life of pets with Hazbin hotel vibes,en,2025-12-05T23:18:50Z,2025-12-05 18:18:50,1,0
kwczMER2yho,Fixed | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-29T13:00:00Z,572707,7984,1914,Ugwm6ytMQUBD5i9-1qF4AaABAg,NA,@israelcomputacion,UCf-6SVvh1EQLRE8ZTXJyw3w,John Kricfalusi is a genious!,NA,2025-12-04T05:33:04Z,2025-12-04 00:33:04,0,0
kwczMER2yho,Fixed | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-07-29T13:00:00Z,572707,7984,1914,Ugyae3oigkz9h3toS_h4AaABAg,NA,@edpersona_l,UCVKw9a6_iHbgMzYWB_e-Z1A,1:52 i think what ps me off about this movie is the fact that the title drop literally is the most power point ass transition you could find with the most minimal editing ever 😭,en,2025-11-30T15:46:58Z,2025-11-30 10:46:58,1,0
