video_id,video_title,channel_id,channel_title,video_published_at,view_count,video_like_count,video_comment_count,comment_id,comment_parent_id,comment_author_display,comment_author_channel_id,comment_text,comment_lang,comment_published_utc,comment_published_local,comment_like_count,comment_reply_count
WPB6DuNB9L0,Cobra Kai: Season 6 Part 3 | Final Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-03T15:00:00Z,2923371,65914,6219,UgzrAVCBUw59gKvDwI94AaABAg,NA,@chrissyrdale569,UCBzVl2eNxFxRz9djismquLw,1:55 YEAH ROBBY!!!!!!! KICK SOME ASS!!!!!!!! You said it Amanda. LET THE SEKAI TAIKAI BEGIN!!!!!!!!!!!👊👊👊,NA,2025-12-02T18:26:01Z,2025-12-02 13:26:01,0,0
WPB6DuNB9L0,Cobra Kai: Season 6 Part 3 | Final Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-03T15:00:00Z,2923371,65914,6219,Ugy-9dKJHVT79twE6_h4AaABAg,NA,@JTC2227,UCFcz_CFc1CdmGxLNfFi47Tw,"R.I.P
Cobra Kai
2018 - 2025",bg-Latn,2025-12-01T05:25:46Z,2025-12-01 00:25:46,0,0
WPB6DuNB9L0,Cobra Kai: Season 6 Part 3 | Final Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-03T15:00:00Z,2923371,65914,6219,Ugy72_OABjGFDh9vun54AaABAg,NA,@MatthewDadoun,UCoqMpSv7fPj-LJUFw7QnQuA,"I was late to Cobra Kai but this trailer is still a cinematic masterpiece, gives me chills",en,2025-11-26T16:11:33Z,2025-11-26 11:11:33,1,0
WPB6DuNB9L0,Cobra Kai: Season 6 Part 3 | Final Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-03T15:00:00Z,2923371,65914,6219,Ugzd2IpijeOtqCItJWx4AaABAg,NA,@UrbanUprising-v9f,UCP1QlZK7giR2YjZPOKvvLEg,"1:58

2:09

2:12",ja,2025-11-24T16:46:58Z,2025-11-24 11:46:58,0,0
WPB6DuNB9L0,Cobra Kai: Season 6 Part 3 | Final Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-03T15:00:00Z,2923371,65914,6219,Ugw5I5aJiyk-ssiFFhl4AaABAg,NA,@UrbanUprising-v9f,UCP1QlZK7giR2YjZPOKvvLEg,"1:10

1:32

1:46",ja,2025-11-24T16:42:54Z,2025-11-24 11:42:54,0,0
WPB6DuNB9L0,Cobra Kai: Season 6 Part 3 | Final Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-03T15:00:00Z,2923371,65914,6219,Ugx35GTxc_dPLO0M0F14AaABAg,NA,@Trioauto89,UC0jlrog8E0cV3tRLUmsGj1w,"Just finish, never though 6 will be last, what a story, at the end cobra Kai back ❤, this is series worth of watching ❤, farewell Johnny & our ace, Miguel Dias.",en,2025-11-10T07:58:56Z,2025-11-10 02:58:56,1,0
WPB6DuNB9L0,Cobra Kai: Season 6 Part 3 | Final Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-03T15:00:00Z,2923371,65914,6219,UgyMZ2vf919zw3o66V14AaABAg,NA,@TaxDim-t7b,UC3DNOTfklvnZmeyIrDIDMBg,2:14 Rocky II remake,xh,2025-10-17T20:19:15Z,2025-10-17 16:19:15,0,0
WPB6DuNB9L0,Cobra Kai: Season 6 Part 3 | Final Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-03T15:00:00Z,2923371,65914,6219,UgwDiin-1VpC2b5SaEV4AaABAg,NA,@DeFuchs,UCnAXPqOCqqP7nkheSGnrmzg,LONG LONG way and i love every step of it,en,2025-10-14T10:52:50Z,2025-10-14 06:52:50,1,0
WPB6DuNB9L0,Cobra Kai: Season 6 Part 3 | Final Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-03T15:00:00Z,2923371,65914,6219,UgxBBrXXv__M5tYjkaB4AaABAg,NA,@DeFuchs,UCnAXPqOCqqP7nkheSGnrmzg,THIS SHOW IS PERFECT,en,2025-10-14T10:51:30Z,2025-10-14 06:51:30,2,0
WPB6DuNB9L0,Cobra Kai: Season 6 Part 3 | Final Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-03T15:00:00Z,2923371,65914,6219,Ugz94YvS7F8YIcURbgh4AaABAg,NA,@pritamxf,UCRwE2qxqDMq-HvGDB_pstmA,We want season 7,NA,2025-10-13T00:16:57Z,2025-10-12 20:16:57,0,0
WPB6DuNB9L0,Cobra Kai: Season 6 Part 3 | Final Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-03T15:00:00Z,2923371,65914,6219,UgxHk0j3z2m7jeY370R4AaABAg,NA,@pritamxf,UCRwE2qxqDMq-HvGDB_pstmA,We want season 7,NA,2025-10-13T00:16:46Z,2025-10-12 20:16:46,0,0
WPB6DuNB9L0,Cobra Kai: Season 6 Part 3 | Final Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-03T15:00:00Z,2923371,65914,6219,UgyP4krqFPXzj28yfTF4AaABAg,NA,@pritamxf,UCRwE2qxqDMq-HvGDB_pstmA,We want season 7,NA,2025-10-13T00:16:37Z,2025-10-12 20:16:37,0,0
WPB6DuNB9L0,Cobra Kai: Season 6 Part 3 | Final Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-03T15:00:00Z,2923371,65914,6219,UgyeRRq_iVESRkLYMuN4AaABAg,NA,@pritamxf,UCRwE2qxqDMq-HvGDB_pstmA,We want season 7,NA,2025-10-13T00:16:07Z,2025-10-12 20:16:07,0,0
WPB6DuNB9L0,Cobra Kai: Season 6 Part 3 | Final Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-03T15:00:00Z,2923371,65914,6219,UgwvGR3nBer80yPbnIB4AaABAg,NA,@pritamxf,UCRwE2qxqDMq-HvGDB_pstmA,Season 7,NA,2025-10-13T00:11:36Z,2025-10-12 20:11:36,0,0
WPB6DuNB9L0,Cobra Kai: Season 6 Part 3 | Final Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-03T15:00:00Z,2923371,65914,6219,UgwVf7fE3ffjrnksgC14AaABAg,NA,@nathanreddy4801,UCRQJohUw5S-X3iFhDYO0zSA,2:03,ja,2025-10-09T03:43:36Z,2025-10-08 23:43:36,1,0
WPB6DuNB9L0,Cobra Kai: Season 6 Part 3 | Final Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-03T15:00:00Z,2923371,65914,6219,Ugxu0SaQM5FDek055cl4AaABAg,NA,@Gemelobby,UCMhljHPEBLjMccKhiBOOj9Q,1:57,ja,2025-09-26T09:46:50Z,2025-09-26 05:46:50,1,0
WPB6DuNB9L0,Cobra Kai: Season 6 Part 3 | Final Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-03T15:00:00Z,2923371,65914,6219,UgzoVFJH14Pd0X-BlSF4AaABAg,NA,@Ksjdnddjheud7r7466,UCvgVWjv6MEK8sjhIwVxGq8Q,Kwon😭,zu,2025-09-23T19:44:19Z,2025-09-23 15:44:19,1,0
WPB6DuNB9L0,Cobra Kai: Season 6 Part 3 | Final Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-03T15:00:00Z,2923371,65914,6219,UgyUzyrXbH6nvHH2P2x4AaABAg,NA,@Gemelobby,UCMhljHPEBLjMccKhiBOOj9Q,1:58,ja,2025-09-17T07:41:14Z,2025-09-17 03:41:14,1,0
WPB6DuNB9L0,Cobra Kai: Season 6 Part 3 | Final Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-03T15:00:00Z,2923371,65914,6219,UgyVF8yGVI7RQ-rK_hx4AaABAg,NA,@badhanbiswas9509,UCGNCPqZUsuxWm7zgpkueF2Q,"Please make more Cobra kai seasons,we want Cobra Kai Season 7, 8,9, 10........😢",NA,2025-09-16T12:19:21Z,2025-09-16 08:19:21,0,0
WPB6DuNB9L0,Cobra Kai: Season 6 Part 3 | Final Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-03T15:00:00Z,2923371,65914,6219,UgxQ_NzIIFCGFAn1A6V4AaABAg,NA,@badhanbiswas9509,UCGNCPqZUsuxWm7zgpkueF2Q,"Please make more Cobra kai seasons,we want Cobra Kai Season 7, 8,9, 10........😢",NA,2025-09-16T12:19:12Z,2025-09-16 08:19:12,0,0
WPB6DuNB9L0,Cobra Kai: Season 6 Part 3 | Final Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-02-03T15:00:00Z,2923371,65914,6219,UgwuEQ9gwmnTSKOfmHx4AaABAg,NA,@badhanbiswas9509,UCGNCPqZUsuxWm7zgpkueF2Q,"Please make more Cobra kai seasons,we want Cobra Kai Season 7, 8,9, 10........😢",NA,2025-09-16T12:19:00Z,2025-09-16 08:19:00,0,0
