video_id,video_title,channel_id,channel_title,video_published_at,reply_id,reply_parent_comment_id,reply_author_display,reply_author_channel_id,reply_text,reply_lang,reply_published_utc,reply_published_local,reply_like_count
2gyBK3UMT34,Katrina: Come Hell and High Water | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-13T15:30:00Z,Ugy3GyBhZyRPKTN5aqd4AaABAg.AOv27rTXZ0zAOyRxjqdk_K,Ugy3GyBhZyRPKTN5aqd4AaABAg,@gass995,UCLg07jyWJIZQqn7Gtgod5Ng,May the lord help you have some sympathy on your soul.,en,2025-11-01T03:38:32Z,2025-10-31 23:38:32,0
2gyBK3UMT34,Katrina: Come Hell and High Water | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-13T15:30:00Z,Ugzu8kr9kiWrRsKoq3V4AaABAg.AMmRVTM_eqYAMnfHoTiEh8,Ugzu8kr9kiWrRsKoq3V4AaABAg,@billmarshall268,UCCvEoShUtYVo7pj-DCjIkjg,Very true and I clearly remember this. Instead of doing responsible things they were looting and it wasn't for food.,en,2025-09-08T06:09:19Z,2025-09-08 02:09:19,1
2gyBK3UMT34,Katrina: Come Hell and High Water | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-13T15:30:00Z,Ugzu8kr9kiWrRsKoq3V4AaABAg.AMmRVTM_eqYAPskav2h3lI,Ugzu8kr9kiWrRsKoq3V4AaABAg,@shenamanning492,UCyJy6aX4O5q-8XCVoiZjaLQ,"Did you even watch the documentary, or just felt the need to interject your personal thoughts based on the parts you think you know about this.  No one is blaming the Crackers accept for the ones who simultaneously blew up the levees after the storm was over. Not even logical that the levees conveniently broke in strategic place to flood only certain areas AFTER the storm passed. Yeah ok!",en,2025-11-23T19:06:08Z,2025-11-23 14:06:08,0
2gyBK3UMT34,Katrina: Come Hell and High Water | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-13T15:30:00Z,UgwAjXfoGhwRcrOWxrt4AaABAg.AMjQ-mm3zO0AMnfUlv9mXy,UgwAjXfoGhwRcrOWxrt4AaABAg,@billmarshall268,UCCvEoShUtYVo7pj-DCjIkjg,People weren't looting for survival they were stealing Electronics you're not essential items. They had close to a month to prepare they knew this hurricane was going to be bad,en,2025-09-08T06:11:05Z,2025-09-08 02:11:05,1
2gyBK3UMT34,Katrina: Come Hell and High Water | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-13T15:30:00Z,UgwAjXfoGhwRcrOWxrt4AaABAg.AMjQ-mm3zO0AMrklrDCwDc,UgwAjXfoGhwRcrOWxrt4AaABAg,@religiohominilupus5259,UChyCKMbo158gh05KG8sHZGw,​@billmarshall268You're just repeating disinformation.,en,2025-09-09T20:14:12Z,2025-09-09 16:14:12,0
2gyBK3UMT34,Katrina: Come Hell and High Water | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-13T15:30:00Z,UgwAjXfoGhwRcrOWxrt4AaABAg.AMjQ-mm3zO0AMrpLpF5FG5,UgwAjXfoGhwRcrOWxrt4AaABAg,@billmarshall268,UCCvEoShUtYVo7pj-DCjIkjg,​@religiohominilupus5259 saw it with my own eyes. i was inmy 20s. I bet you were a child or not even born when it happened.,en,2025-09-09T20:54:12Z,2025-09-09 16:54:12,0
2gyBK3UMT34,Katrina: Come Hell and High Water | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-13T15:30:00Z,UgwAjXfoGhwRcrOWxrt4AaABAg.AMjQ-mm3zO0AMs-4QNsApc,UgwAjXfoGhwRcrOWxrt4AaABAg,@religiohominilupus5259,UChyCKMbo158gh05KG8sHZGw,"​@billmarshall268Well you lost your bet. And you seeing it with your own eyes doesn't mean anything if you don't try to get to the bottom of it all, which you obviously haven't done.",en,2025-09-09T22:27:57Z,2025-09-09 18:27:57,0
2gyBK3UMT34,Katrina: Come Hell and High Water | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-13T15:30:00Z,UgwAjXfoGhwRcrOWxrt4AaABAg.AMjQ-mm3zO0AMsEZbrf294,UgwAjXfoGhwRcrOWxrt4AaABAg,@billmarshall268,UCCvEoShUtYVo7pj-DCjIkjg,​@religiohominilupus5259 yeah they were looting!you were not old enough to remember,en,2025-09-10T00:43:17Z,2025-09-09 20:43:17,0
2gyBK3UMT34,Katrina: Come Hell and High Water | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-13T15:30:00Z,UgwAjXfoGhwRcrOWxrt4AaABAg.AMjQ-mm3zO0AMtsehofYPR,UgwAjXfoGhwRcrOWxrt4AaABAg,@billmarshall268,UCCvEoShUtYVo7pj-DCjIkjg,​@religiohominilupus5259you do realize there's no shortage of videos showing this,en,2025-09-10T16:01:37Z,2025-09-10 12:01:37,0
2gyBK3UMT34,Katrina: Come Hell and High Water | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-13T15:30:00Z,UgxWlszEUfX8Ds27XXV4AaABAg.AMeVQSRvEmkAMrlusYywUM,UgxWlszEUfX8Ds27XXV4AaABAg,@religiohominilupus5259,UChyCKMbo158gh05KG8sHZGw,"Problem though is that in Louisiana, Dems are Republicans lite. There are only comparatively few Progressives, but that's who needs to be voted in. I don't think it's going to happen anytime soon though. As much as I love parts of my state, it pains me to say that most people are still backwards.",en,2025-09-09T20:24:10Z,2025-09-09 16:24:10,1
2gyBK3UMT34,Katrina: Come Hell and High Water | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-13T15:30:00Z,UgwgwNlqEpujkuRd0Jh4AaABAg.AMbuUm_pMgyANOlPN6IXpH,UgwgwNlqEpujkuRd0Jh4AaABAg,@tinytimbob,UCzn3dWE3h_Je1-dvwAuCrvQ,Yeah that’s absolutely not true. We watched near 24-hour news coverage on Katrina for an entire week.,en,2025-09-23T01:13:55Z,2025-09-22 21:13:55,1
2gyBK3UMT34,Katrina: Come Hell and High Water | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-13T15:30:00Z,UgwgwNlqEpujkuRd0Jh4AaABAg.AMbuUm_pMgyANOuUpgS3lz,UgwgwNlqEpujkuRd0Jh4AaABAg,@suzzanimalchannel1030,UCBELJ7DQgWkldPwkidIq_pw,"⁠@tinytimbob it was a known fact that Natalie superseded Katrina. Most people in the country didn’t even know the devastation of the hurricane until weeks after. You may remember seeing news articles about the hurricane, getting ready to strike but that’s it.",en,2025-09-23T02:33:18Z,2025-09-22 22:33:18,0
