video_id,video_title,channel_id,channel_title,video_published_at,view_count,video_like_count,video_comment_count,comment_id,comment_parent_id,comment_author_display,comment_author_channel_id,comment_text,comment_lang,comment_published_utc,comment_published_local,comment_like_count,comment_reply_count
sRqU2276eaQ,Wake Up Dead Man: A Knives Out Mystery | Date Announcement | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-06-01T00:32:01Z,2047230,47169,1862,Ugx4KdwgjoiAOlsTK-N4AaABAg,NA,@aloraNota,UCbaql1b5KTSsHy1Lr_aVN6Q,"Priests that are suppose to stay celebet is a exam site for human experiments. And that is why orphanages that are linked to cathedrals are dead cats. Please stop forcing these groups to rain down and forbidi g them the bid in forbidding is sorting and it's punishing for prostitution which it forces because they can't earn money and that is what a homemaker a housewife eventually added up to become.

Stop making more Santa clause to burn at a sub zero refrigerator appliance store on San Carlos and Bascom!  Just take your robes off and find God!",en,2025-12-14T17:02:44Z,2025-12-14 12:02:44,0,0
sRqU2276eaQ,Wake Up Dead Man: A Knives Out Mystery | Date Announcement | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-06-01T00:32:01Z,2047230,47169,1862,UgyFcGKgVXKM1cc48id4AaABAg,NA,@davidmarfo4409,UCF9LsNPM8Lch9v-U6OJW4QQ,this movie is a diary of roman father and it teaches the lesson careful what you wish.,en,2025-12-14T02:13:47Z,2025-12-13 21:13:47,0,0
sRqU2276eaQ,Wake Up Dead Man: A Knives Out Mystery | Date Announcement | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-06-01T00:32:01Z,2047230,47169,1862,UgwCcfsnqv-FhDIyCll4AaABAg,NA,@subhamdas9782,UCa7ibp6lmRnxWbT3a2UXevg,Shut Up Meg,lb,2025-11-03T04:18:13Z,2025-11-02 23:18:13,1,0
sRqU2276eaQ,Wake Up Dead Man: A Knives Out Mystery | Date Announcement | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-06-01T00:32:01Z,2047230,47169,1862,UgxvjCgyCCT1w8ales94AaABAg,NA,@BarryChins,UC1aMQCr94u0ZFlW6AFYg7RQ,"12th of December 2025

for anyone too lazy to translate the roman numerals",en,2025-10-12T23:38:03Z,2025-10-12 19:38:03,2,0
sRqU2276eaQ,Wake Up Dead Man: A Knives Out Mystery | Date Announcement | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-06-01T00:32:01Z,2047230,47169,1862,UgwOnsRwJ5i2itZgKOZ4AaABAg,NA,@ndogg20,UCyWZyqmQn2fC7nendg3izJw,December 12th.,NA,2025-09-30T04:54:33Z,2025-09-30 00:54:33,1,0
sRqU2276eaQ,Wake Up Dead Man: A Knives Out Mystery | Date Announcement | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-06-01T00:32:01Z,2047230,47169,1862,Ugz-dVdd329XcadjpCx4AaABAg,NA,@QuocvietDanh-d1o,UCuzjFXFGp3g1BiECqPWbidA,The content is clear and easy to follow It made my day better.,en,2025-09-29T17:18:02Z,2025-09-29 13:18:02,1,0
sRqU2276eaQ,Wake Up Dead Man: A Knives Out Mystery | Date Announcement | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-06-01T00:32:01Z,2047230,47169,1862,Ugw7c3OnDRu1LOju0_V4AaABAg,NA,@Veryy_Victoriaa,UC7NWZ9atvG_i7VLTG4JQAOw,This is how you do a preview. I don’t need the whole movie,en,2025-09-19T23:30:39Z,2025-09-19 19:30:39,1,0
sRqU2276eaQ,Wake Up Dead Man: A Knives Out Mystery | Date Announcement | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-06-01T00:32:01Z,2047230,47169,1862,UgyEpTmv-GNhjv4XPIx4AaABAg,NA,@achemson2003,UCgmCZK5-cxfve9Ca9Y9vNtw,"Dark Pictures/Until Dawn on the first seconds, anyone?",en,2025-09-15T21:08:41Z,2025-09-15 17:08:41,0,0
sRqU2276eaQ,Wake Up Dead Man: A Knives Out Mystery | Date Announcement | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-06-01T00:32:01Z,2047230,47169,1862,UgxbwxDWxcgfs139Zf54AaABAg,NA,@Godstrumpet2010,UCsKC0pWB3TA5H5fNx4vYFUA,Did you guys catch a DATE ANNOUNCEMENT? Because I missed it.,en,2025-09-14T18:25:00Z,2025-09-14 14:25:00,1,1
sRqU2276eaQ,Wake Up Dead Man: A Knives Out Mystery | Date Announcement | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-06-01T00:32:01Z,2047230,47169,1862,UgwEjMk5LIlR8BOQN414AaABAg,NA,@dead_ones,UCrtOWopnP_653fX-A1WYHSA,"Seemingly inspired by Sinners and horror themed? Seems interesting, to say the least!",en,2025-09-08T04:58:33Z,2025-09-08 00:58:33,1,0
