video_id,video_title,channel_id,channel_title,video_published_at,reply_id,reply_parent_comment_id,reply_author_display,reply_author_channel_id,reply_text,reply_lang,reply_published_utc,reply_published_local,reply_like_count
F8pum4jbpnw,Tyler Perry’s Beauty in Black: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-21T13:00:00Z,Ugx41Vo3UMIYwy-8YXh4AaABAg.ANwXr0CgporANxwrxPKKbG,Ugx41Vo3UMIYwy-8YXh4AaABAg,@davydukes8391,UCI4Lk_cZzKwxq0LQsF6D3Sw,UNHINGED AF.. they said 🏃‍♂️🏃‍♂️🤮 lmaooooo,et,2025-10-07T02:26:44Z,2025-10-06 22:26:44,1
F8pum4jbpnw,Tyler Perry’s Beauty in Black: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-21T13:00:00Z,Ugxoh6r0clqn1dwKO0t4AaABAg.ANW--0BvEfOAOI7aNLNIyF,Ugxoh6r0clqn1dwKO0t4AaABAg,@_em_onade,UC2brm4S7AWhjmsLXficdfcA,Apparently early 2026.,en,2025-10-15T07:53:14Z,2025-10-15 03:53:14,1
F8pum4jbpnw,Tyler Perry’s Beauty in Black: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-21T13:00:00Z,Ugw6moQdONVzpnFUi8N4AaABAg.ANMQgWZkanlANMupwkDJq1,Ugw6moQdONVzpnFUi8N4AaABAg,@VadiLove,UCTVXzG9wC8rCr-vshYotp_Q,Then you haven’t seen ruthless. His cult show,en,2025-09-22T07:57:50Z,2025-09-22 03:57:50,0
F8pum4jbpnw,Tyler Perry’s Beauty in Black: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-21T13:00:00Z,Ugw6moQdONVzpnFUi8N4AaABAg.ANMQgWZkanlAQAMhavH0V0,Ugw6moQdONVzpnFUi8N4AaABAg,@lieutenantcandlewax,UCknByHssO5MfvZAjPipzgGw,sybau nobody reading all that,NA,2025-12-01T00:34:10Z,2025-11-30 19:34:10,0
F8pum4jbpnw,Tyler Perry’s Beauty in Black: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-21T13:00:00Z,UgzRJa47hrjDZrK8Q-J4AaABAg.ANJPQB5oR87ANKOztAvIMa,UgzRJa47hrjDZrK8Q-J4AaABAg,@J.Abdul-Sports,UCa70-40ijEDW_uw3qVPyirA,"What are you even talking about 😂😂😂😂?? What producer doesn’t use cursing in their movies?? 😂😂, grow up, this isn’t PBS.. he has family oriented shows like house of Payne and meet the Browns and love thy neighbor.. now go finish playing Fortnite kid.. peace ✌🏿",en,2025-09-21T08:32:21Z,2025-09-21 04:32:21,1
F8pum4jbpnw,Tyler Perry’s Beauty in Black: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-21T13:00:00Z,Ugxd2pzQWSXxmkGN4v94AaABAg.ANGisba0GBxANJfQbK09y2,Ugxd2pzQWSXxmkGN4v94AaABAg,@RainbowKidd,UCfA7CGOGQ-jpbCzf9f0gWMA,😂 3 times,ht,2025-09-21T01:45:27Z,2025-09-20 21:45:27,0
F8pum4jbpnw,Tyler Perry’s Beauty in Black: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-21T13:00:00Z,Ugx0E0fK_thXC5F5e1h4AaABAg.ANFxbNyueW5ANFzesH0wui,Ugx0E0fK_thXC5F5e1h4AaABAg,@jeremiahhester6408,UCVHd7Cdl66m23g4iXyxH-Zw,😂 Alex is dope.,en,2025-09-19T15:25:20Z,2025-09-19 11:25:20,0
F8pum4jbpnw,Tyler Perry’s Beauty in Black: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-21T13:00:00Z,UgzSZ3-yHGa-ak_tZAl4AaABAg.AND6Ca0VNA_ANJfadECmPP,UgzSZ3-yHGa-ak_tZAl4AaABAg,@RainbowKidd,UCfA7CGOGQ-jpbCzf9f0gWMA,If it's too much for you watch another show. It's not going anywhere and neither are gay people.,en,2025-09-21T01:46:57Z,2025-09-20 21:46:57,0
F8pum4jbpnw,Tyler Perry’s Beauty in Black: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-21T13:00:00Z,Ugym2tlsWYqiWJARLQV4AaABAg.AN94NLsXoYxANQjhC_OQgo,Ugym2tlsWYqiWJARLQV4AaABAg,@BXLatina35,UCTBojt5miTkZor7lVLeh9BA,Is cause Tyler Perry is gay that’s why .,en,2025-09-23T19:37:29Z,2025-09-23 15:37:29,1
F8pum4jbpnw,Tyler Perry’s Beauty in Black: Season 2 | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,2025-08-21T13:00:00Z,Ugw2601p_IWDz4isRNV4AaABAg.AN78DANxoOzANBtrjAe2Gz,Ugw2601p_IWDz4isRNV4AaABAg,@Hisnameistruth,UCxv8g2FAdeLjJKnwfaYeboA,And it’s so graphic. He definitely has an agenda like why so graphic,en,2025-09-18T01:17:42Z,2025-09-17 21:17:42,1
