video_id,video_url,comment_id,comment_author_display,comment_author_channel_id,comment_content,comment_lang,comment_time_utc,comment_time_local,comment_like_count,comment_reply_count,reply_id,reply_author_display,reply_author_channel_id,reply_content,reply_lang,reply_time_utc,reply_time_local,reply_like_count,view_count,like_count,comment_count,crawl_time
NJgN7bkYLyc,https://www.youtube.com/watch?v=NJgN7bkYLyc,Ugym53-Jnu13DaQsK4h4AaABAg,@charliecarroll7948,UCjZdiOa1Q_ocGraMnlsAXGg,That was one of the best performances I have ever seen in boxing history.,en,2025-09-14T06:09:37Z,2025-09-14 02:09:37,5,1,Ugym53-Jnu13DaQsK4h4AaABAg.AN275KEH0r6AN28-AnHduh,@CR00K__VR,UC_RFGhejjgdY0Fii7oIbG6A,Domination,NA,2025-09-14T06:17:31Z,2025-09-14 02:17:31,3,494449,11655,1350,"Tue, 16 Dec 2025 17:36:18 GMT"
NJgN7bkYLyc,https://www.youtube.com/watch?v=NJgN7bkYLyc,UgyjAwc65V3R2Ylooqp4AaABAg,@mr.supermanbatman6894,UCZNXRB6viA-4Y4OqoWywqEg,Canelo k.o. Crawford. 😊😊😊😊,zu,2025-09-13T08:31:36Z,2025-09-13 04:31:36,0,1,UgyjAwc65V3R2Ylooqp4AaABAg.AN-nYKpwc93AN3Y42BETB5,@Patriots_USA1777,UC6Otq-cjyrnnlIqHxjHQIeg,Nope,NA,2025-09-14T19:24:37Z,2025-09-14 15:24:37,0,494449,11655,1350,"Tue, 16 Dec 2025 17:36:18 GMT"
NJgN7bkYLyc,https://www.youtube.com/watch?v=NJgN7bkYLyc,Ugz8rNtEIBqybleDCh54AaABAg,@2913A,UCShL_VuTi-znopAJQAZgW6Q,Vamos,NA,2025-09-13T02:23:00Z,2025-09-12 22:23:00,0,1,Ugz8rNtEIBqybleDCh54AaABAg.AN-8M_dD53TAN3Y5UHBLeq,@Patriots_USA1777,UC6Otq-cjyrnnlIqHxjHQIeg,Adios 😂,NA,2025-09-14T19:24:49Z,2025-09-14 15:24:49,0,494449,11655,1350,"Tue, 16 Dec 2025 17:36:18 GMT"
NJgN7bkYLyc,https://www.youtube.com/watch?v=NJgN7bkYLyc,UgzNl0JgP_E1KsPLU8h4AaABAg,@BoyIntro2359,UC8H4m6zSqlNBXTul1FpLXCQ,Lion vs Black Panther 🥊🥊💢💢💢💢✨,NA,2025-09-11T04:43:51Z,2025-09-11 00:43:51,0,1,UgzNl0JgP_E1KsPLU8h4AaABAg.AMvEtTRMFeQAN3YFev81R1,@Patriots_USA1777,UC6Otq-cjyrnnlIqHxjHQIeg,Lion vs Chihuahua 😂,hmn,2025-09-14T19:26:12Z,2025-09-14 15:26:12,0,494449,11655,1350,"Tue, 16 Dec 2025 17:36:18 GMT"
NJgN7bkYLyc,https://www.youtube.com/watch?v=NJgN7bkYLyc,UgwjGd6qbFx5LwJIXil4AaABAg,@ashokathegreat4534,UCm6Q1LbcEkPrx0IxXPNLsMA,Call ICE on Canelo the ginger after he loses,en,2025-09-10T03:42:49Z,2025-09-09 23:42:49,1,6,UgwjGd6qbFx5LwJIXil4AaABAg.AMsZ6bTUbXcAMsjUGfCHZd,@quandingleberry445,UCOeJPzDl4A9D_NKU2awBHAQ,nah call the zoo on crawford after he loses. Or maybe ICE to send him back to africa.,en,2025-09-10T05:22:10Z,2025-09-10 01:22:10,1,494449,11655,1350,"Tue, 16 Dec 2025 17:36:18 GMT"
NJgN7bkYLyc,https://www.youtube.com/watch?v=NJgN7bkYLyc,UgwjGd6qbFx5LwJIXil4AaABAg,@ashokathegreat4534,UCm6Q1LbcEkPrx0IxXPNLsMA,Call ICE on Canelo the ginger after he loses,en,2025-09-10T03:42:49Z,2025-09-09 23:42:49,1,6,UgwjGd6qbFx5LwJIXil4AaABAg.AMsZ6bTUbXcAN3Jg_1d6LU,@idontfuckinglikebitches,UCR_OMLuuwwVmB0NnAcMQNkA,@quandingleberry445 GET YOUR GREEN CARDS REDY PAL TIME TO GO SNEAK BACK INTO YOUR HIDING SPOT ON THE BACK OF THE TRUCK TRAILER AND OFF YOU GO BACK TO ME-HE-CHOO BUDDY. MAYBE I SHOULD CALL THE TACO TRUCK TO TAKE YOU TO THE AIRPORT FIRST.,en,2025-09-14T17:18:56Z,2025-09-14 13:18:56,0,494449,11655,1350,"Tue, 16 Dec 2025 17:36:18 GMT"
NJgN7bkYLyc,https://www.youtube.com/watch?v=NJgN7bkYLyc,UgwjGd6qbFx5LwJIXil4AaABAg,@ashokathegreat4534,UCm6Q1LbcEkPrx0IxXPNLsMA,Call ICE on Canelo the ginger after he loses,en,2025-09-10T03:42:49Z,2025-09-09 23:42:49,1,6,UgwjGd6qbFx5LwJIXil4AaABAg.AMsZ6bTUbXcAN3YMxGuToJ,@Patriots_USA1777,UC6Otq-cjyrnnlIqHxjHQIeg,@quandingleberry445 Gaynelo needs to ask the cartels for protection now 😂,en,2025-09-14T19:27:12Z,2025-09-14 15:27:12,0,494449,11655,1350,"Tue, 16 Dec 2025 17:36:18 GMT"
NJgN7bkYLyc,https://www.youtube.com/watch?v=NJgN7bkYLyc,UgwjGd6qbFx5LwJIXil4AaABAg,@ashokathegreat4534,UCm6Q1LbcEkPrx0IxXPNLsMA,Call ICE on Canelo the ginger after he loses,en,2025-09-10T03:42:49Z,2025-09-09 23:42:49,1,6,UgwjGd6qbFx5LwJIXil4AaABAg.AMsZ6bTUbXcAN3aokndISM,@quandingleberry445,UCOeJPzDl4A9D_NKU2awBHAQ,​@Harley_Faye47 I call NYPD and ICE on Crawfords crowd had warrants for their arrest and from Africa.,en,2025-09-14T19:57:21Z,2025-09-14 15:57:21,0,494449,11655,1350,"Tue, 16 Dec 2025 17:36:18 GMT"
NJgN7bkYLyc,https://www.youtube.com/watch?v=NJgN7bkYLyc,UgwjGd6qbFx5LwJIXil4AaABAg,@ashokathegreat4534,UCm6Q1LbcEkPrx0IxXPNLsMA,Call ICE on Canelo the ginger after he loses,en,2025-09-10T03:42:49Z,2025-09-09 23:42:49,1,6,UgwjGd6qbFx5LwJIXil4AaABAg.AMsZ6bTUbXcAN3e8DbzQu-,@Patriots_USA1777,UC6Otq-cjyrnnlIqHxjHQIeg,⁠@quandingleberry445 bro is born in America 🇺🇸 he don’t need to go no where,it,2025-09-14T20:26:21Z,2025-09-14 16:26:21,0,494449,11655,1350,"Tue, 16 Dec 2025 17:36:18 GMT"
NJgN7bkYLyc,https://www.youtube.com/watch?v=NJgN7bkYLyc,UgwjGd6qbFx5LwJIXil4AaABAg,@ashokathegreat4534,UCm6Q1LbcEkPrx0IxXPNLsMA,Call ICE on Canelo the ginger after he loses,en,2025-09-10T03:42:49Z,2025-09-09 23:42:49,1,6,UgwjGd6qbFx5LwJIXil4AaABAg.AMsZ6bTUbXcAN3gsR5YC0W,@quandingleberry445,UCOeJPzDl4A9D_NKU2awBHAQ,@Harley_Faye47 Ooga booga,so,2025-09-14T20:50:17Z,2025-09-14 16:50:17,0,494449,11655,1350,"Tue, 16 Dec 2025 17:36:18 GMT"
